"num" "sf" "shift" "freq" "LM" "MW" "C" "N" "P" "O" "cansmi" "envlab" "ref" "rho_vac" "rho_chcl3" "rho_dmso" "rho_h2o" "rho_tol" "rho_acn" "rho_kt3" "rho_r2s" "delta_vac" "delta_chcl3" "delta_dmso" "delta_h2o" "delta_tol" "delta_acn" "delta_kt3" "delta_r2s" "delta_ens_bol" "delta_ens_min" "delta_ens_max"
"17527" "NMRexp-31P_CMP1658" "C20H16ClN2OP" 21.8 "202 MHz" "DMSO-d6" 366.780601 20 2 1 1 "Clc1ccc2c(c1)[nH]c(c2N)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17528" "NMRexp-31P_CMP1659" "C20H16BrN2OP" 22.3 "162 MHz" "CDCl3" 411.231601 20 2 1 1 "Brc1ccc2c(c1)[nH]c(c2N)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17529" "NMRexp-31P_CMP1660" "C20H16BrN2OP" 21.9 "202 MHz" "DMSO-d6" 411.231601 20 2 1 1 "Brc1ccc2c(c1)c(N)c([nH]2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17530" "NMRexp-31P_CMP1661" "C21H19N2OP" 22.9 "202 MHz" "DMSO-d6" 346.362121 21 2 1 1 "Cc1cccc2c1c(N)c([nH]2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17531" "NMRexp-31P_CMP1662" "C26H21N2OP" 22.9 "202 MHz" "CDCl3" 408.431501 26 2 1 1 "Nc1c2c([nH]c1P(=O)(c1ccccc1)c1ccccc1)cccc2c1ccccc1" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17532" "NMRexp-31P_CMP1663" "C22H21N2O3P" 22.2 "202 MHz" "CDCl3" 392.387501 22 2 1 3 "COc1cc2[nH]c(c(c2cc1OC)N)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17533" "NMRexp-31P_CMP1664" "C22H21N2OP" 22.7 "202 MHz" "CDCl3" 360.388701 22 2 1 1 "Cc1cccc(c1)P(=O)(c1[nH]c2c(c1N)cccc2)c1cccc(c1)C" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17534" "NMRexp-31P_CMP1665" "C22H21N2OP" 22.6 "202 MHz" "CDCl3" 360.388701 22 2 1 1 "Cc1ccc(cc1)P(=O)(c1[nH]c2c(c1N)cccc2)c1ccc(cc1)C" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17535" "NMRexp-31P_CMP1666" "C22H21N2O3P" 21.8 "202 MHz" "CDCl3" 392.387501 22 2 1 3 "COc1ccc(cc1)P(=O)(c1[nH]c2c(c1N)cccc2)c1ccc(cc1)OC" "C1O2C1C1" "10.1039_d5cc00224a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17536" "NMRexp-31P_CMP1667" "C23H23O2P" 48.6 "243 MHz" "CDCl3" 362.401281 23 0 1 2 "COc1ccc(cc1)[C@H]1C[P@](=O)(c2c1cc(C)cc2)c1ccc(cc1)C" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17537" "NMRexp-31P_CMP1668" "C29H35O2P" 47.8 "243 MHz" "CDCl3" 446.560761 29 0 1 2 "COc1ccc(cc1)[C@H]1C[P@](=O)(c2c1cc(cc2)C(C)(C)C)c1ccc(cc1)C(C)(C)C" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17538" "NMRexp-31P_CMP1669" "C16H15O3P" 40 "243 MHz" "CDCl3" 286.262261 16 0 1 3 "COc1ccc(cc1)[P@@]1(=O)C=Cc2c1ccc(c2)OC" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17539" "NMRexp-31P_CMP1670" "C23H23O4P" 47.5 "243 MHz" "CDCl3" 394.400081 23 0 1 4 "COc1ccc(cc1)[C@H]1C[P@](=O)(c2c1cc(OC)cc2)c1ccc(cc1)OC" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17540" "NMRexp-31P_CMP1671" "C14H9F2OP" 38.2 "243 MHz" "CDCl3" 262.1912274 14 0 1 1 "Fc1ccc(cc1)[P@]1(=O)C=Cc2c1ccc(c2)F" "O2C1C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17541" "NMRexp-31P_CMP1672" "C21H17F2O2P" 46.3 "243 MHz" "CDCl3" 370.3290474 21 0 1 2 "COc1ccc(cc1)[C@H]1C[P@](=O)(c2c1cc(F)cc2)c1ccc(cc1)F" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17542" "NMRexp-31P_CMP1673" "C16H9F6OP" 38.2 "243 MHz" "CDCl3" 362.2062402 16 0 1 1 "FC(c1ccc(cc1)[P@]1(=O)C=Cc2c1ccc(c2)C(F)(F)F)(F)F" "O2C1C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17543" "NMRexp-31P_CMP1674" "C16H15O3P" 41.3 "243 MHz" "CDCl3" 286.262261 16 0 1 3 "COc1cccc(c1)[P@@]1(=O)C=Cc2c1cc(OC)cc2" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17544" "NMRexp-31P_CMP1675" "C23H17F6O2P" 46.4 "243 MHz" "CDCl3" 470.3440602 23 0 1 2 "COc1ccc(cc1)[C@H]1C[P@](=O)(c2c1ccc(c2)C(F)(F)F)c1cccc(c1)C(F)(F)F" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17545" "NMRexp-31P_CMP1677" "C20H17OP" 48.9 "243 MHz" "CDCl3" 304.322141 20 0 1 1 "O=[P@@]1(C[C@@H](c2c1cccc2)c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17546" "NMRexp-31P_CMP1678" "C20H16ClOP" 48.7 "243 MHz" "CDCl3" 338.767201 20 0 1 1 "Clc1ccc(cc1)[C@H]1C[P@](=O)(c2c1cccc2)c1ccccc1" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17547" "NMRexp-31P_CMP1679" "C20H16BrOP" 48.9 "243 MHz" "CDCl3" 383.218201 20 0 1 1 "Brc1ccc(cc1)[C@H]1C[P@](=O)(c2c1cccc2)c1ccccc1" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17548" "NMRexp-31P_CMP1680" "C22H19O3P" 48.9 "243 MHz" "CDCl3" 362.358221 22 0 1 3 "COC(=O)c1ccc(cc1)[C@H]1C[P@@](=O)(c2c1cccc2)c1ccccc1" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17549" "NMRexp-31P_CMP1681" "C21H19O2P" 48.9 "243 MHz" "CDCl3" 334.348121 21 0 1 2 "COc1cccc(c1)[C@H]1C[P@](=O)(c2c1cccc2)c1ccccc1" "C1O2C1C1" "10.1021_acs.orglett.4c01252" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17550" "NMRexp-31P_CMP1682" "C23H27OPSi" -4.9 "not_known" "CDCl3" 378.519141 23 0 1 1 "CC(O[Si](c1ccc(cc1)P(c1ccccc1)c1ccccc1)(C)C)C" "C1C1C1" "10.1002_chem.201304081" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17551" "NMRexp-31P_CMP1683" "C25H31OPSi" -5.8 "not_known" "CDCl3" 406.572301 25 0 1 1 "CC(O[Si](CCc1ccc(cc1)P(c1ccccc1)c1ccccc1)(C)C)C" "C1C1C1" "10.1002_chem.201304081" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17552" "NMRexp-31P_CMP1684" "C32H36P2" -16 "202 MHz" "CDCl3" 482.575762 32 0 2 0 "C(CCCP(c1ccccc1)c1ccccc1)CCCCP(c1ccccc1)c1ccccc1" "C1C1C1" "10.1021_jacs.6b02344" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17553" "NMRexp-31P_CMP1685" "C10H15O3PS" 22.1 "162 MHz" "CDCl3" 246.263061 10 0 1 3 "CCOP(=O)(Sc1ccccc1)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17554" "NMRexp-31P_CMP1686" "C11H17O3PS" 22.2 "162 MHz" "CDCl3" 260.289641 11 0 1 3 "CCOP(=O)(Sc1ccc(cc1)C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17555" "NMRexp-31P_CMP1687" "C11H17O3PS" 23 "162 MHz" "CDCl3" 260.289641 11 0 1 3 "CCOP(=O)(Sc1cccc(c1)C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17556" "NMRexp-31P_CMP1688" "C11H17O3PS" 23 "162 MHz" "CDCl3" 260.289641 11 0 1 3 "CCOP(=O)(Sc1ccccc1C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17557" "NMRexp-31P_CMP1689" "C12H19O3PS" 23.2 "162 MHz" "CDCl3" 274.316221 12 0 1 3 "CCOP(=O)(Sc1cc(C)cc(c1)C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17558" "NMRexp-31P_CMP1690" "C12H19O3PS" 23.2 "162 MHz" "CDCl3" 274.316221 12 0 1 3 "CCOP(=O)(Sc1c(C)cccc1C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17559" "NMRexp-31P_CMP1691" "C16H19O3PS" 22.42 "162 MHz" "CDCl3" 322.359021 16 0 1 3 "CCOP(=O)(Sc1ccccc1c1ccccc1)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17560" "NMRexp-31P_CMP1692" "C14H17O3PS" 22.6 "162 MHz" "CDCl3" 296.321741 14 0 1 3 "CCOP(=O)(Sc1cccc2c1cccc2)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17561" "NMRexp-31P_CMP1693" "C14H17O3PS" 22.82 "162 MHz" "CDCl3" 296.321741 14 0 1 3 "CCOP(=O)(Sc1ccc2c(c1)cccc2)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17562" "NMRexp-31P_CMP1694" "C11H15O5PS" 23.2 "162 MHz" "CDCl3" 290.272561 11 0 1 5 "CCOP(=O)(Sc1ccc2c(c1)OCO2)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17563" "NMRexp-31P_CMP1695" "C11H17O4PS" 23.55 "162 MHz" "CDCl3" 276.289041 11 0 1 4 "CCOP(=O)(Sc1ccc(cc1)OC)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17564" "NMRexp-31P_CMP1696" "C14H22NO4PS" 23.5 "162 MHz" "CDCl3" 331.367541 14 1 1 4 "CCOP(=O)(Sc1ccc(cc1)N1CCOCC1)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17565" "NMRexp-31P_CMP1697" "C11H17O3PS2" 22.8 "162 MHz" "CDCl3" 292.354641 11 0 1 3 "CCOP(=O)(Sc1ccc(cc1)SC)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17566" "NMRexp-31P_CMP1698" "C11H14NO3PS" 20.4 "162 MHz" "CDCl3" 271.272521 11 1 1 3 "CCOP(=O)(Sc1ccc(cc1)C#N)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17567" "NMRexp-31P_CMP1699" "C11H14F3O3PS" 21.2 "162 MHz" "CDCl3" 314.2610306 11 0 1 3 "CCOP(=O)(Sc1ccc(cc1)C(F)(F)F)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17568" "NMRexp-31P_CMP1700" "C11H15O4PS" 21 "162 MHz" "CDCl3" 274.273161 11 0 1 4 "CCOP(=O)(Sc1ccc(cc1)C=O)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17569" "NMRexp-31P_CMP1701" "C12H17O4PS" 21.2 "162 MHz" "CDCl3" 288.299741 12 0 1 4 "CCOP(=O)(Sc1ccc(cc1)C(=O)C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17570" "NMRexp-31P_CMP1702" "C12H17O5PS" 21.3 "162 MHz" "CDCl3" 304.299141 12 0 1 5 "CCOP(=O)(Sc1ccc(cc1)C(=O)OC)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17571" "NMRexp-31P_CMP1703" "C10H14NO5PS" 20.9 "162 MHz" "CDCl3" 291.260621 10 1 1 5 "CCOP(=O)(Sc1cccc(c1)[N+](=O)[O-])OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17572" "NMRexp-31P_CMP1704" "C10H16NO3PS" 23.1 "162 MHz" "CDCl3" 261.277701 10 1 1 3 "CCOP(=O)(Sc1cccc(c1)N)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17573" "NMRexp-31P_CMP1705" "C10H15O4PS" 25 "162 MHz" "CDCl3" 262.262461 10 0 1 4 "CCOP(=O)(Sc1ccc(cc1)O)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17574" "NMRexp-31P_CMP1706" "C10H14ClO3PS" 22.1 "162 MHz" "CDCl3" 280.708121 10 0 1 3 "CCOP(=O)(Sc1ccc(cc1)Cl)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17575" "NMRexp-31P_CMP1707" "C10H14BrO3PS" 21.8 "162 MHz" "CDCl3" 325.159121 10 0 1 3 "CCOP(=O)(Sc1ccc(cc1)Br)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17576" "NMRexp-31P_CMP1708" "C10H14FO3PS" 22.5 "162 MHz" "CDCl3" 264.2535242 10 0 1 3 "CCOP(=O)(Sc1ccc(cc1)F)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17577" "NMRexp-31P_CMP1709" "C10H14ClO3PS" 21.2 "162 MHz" "CDCl3" 280.708121 10 0 1 3 "CCOP(=O)(Sc1ccccc1Cl)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17578" "NMRexp-31P_CMP1710" "C12H17O3PS" 22.9 "162 MHz" "CDCl3" 272.300341 12 0 1 3 "CCOP(=O)(S/C=C/c1ccccc1)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17579" "NMRexp-31P_CMP1711" "C12H17O3PS" 22.7 "162 MHz" "CDCl3" 272.300341 12 0 1 3 "CCOP(=O)(Sc1ccc(cc1)C=C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17580" "NMRexp-31P_CMP1712" "C12H19O3PS" 23 "162 MHz" "CDCl3" 274.316221 12 0 1 3 "CCCOP(=O)(Sc1ccccc1)OCCC" "O1O2O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17581" "NMRexp-31P_CMP1714" "C10H15O2PS2" 88 "162 MHz" "CDCl3" 262.328661 10 0 1 2 "CCOP(=S)(Sc1ccccc1)OCC" "S2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17582" "NMRexp-31P_CMP1715" "C10H14NO4PS2" 86 "162 MHz" "CDCl3" 307.326221 10 1 1 4 "CCOP(=S)(Sc1cccc(c1)[N+](=O)[O-])OCC" "S1S2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17583" "NMRexp-31P_CMP1716" "C11H14NO2PS2" 85.5 "162 MHz" "CDCl3" 287.338121 11 1 1 2 "CCOP(=S)(Sc1ccc(cc1)C#N)OCC" "S1S2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17584" "NMRexp-31P_CMP1717" "C12H17O3PS2" 86.2 "162 MHz" "CDCl3" 304.365341 12 0 1 3 "CCOP(=S)(Sc1ccc(cc1)C(=O)C)OCC" "S1S2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17585" "NMRexp-31P_CMP1718" "C10H14ClO2PS2" 87.4 "162 MHz" "CDCl3" 296.773721 10 0 1 2 "CCOP(=S)(Sc1ccc(cc1)Cl)OCC" "S2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17586" "NMRexp-31P_CMP1719" "C22H31O4PS" 23.3 "162 MHz" "CDCl3" 422.517901 22 0 1 4 "CCOP(=O)(Sc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17587" "NMRexp-31P_CMP1720" "C19H30NO7PS" 22.5 "162 MHz" "CDCl3" 447.482761 19 1 1 7 "CCOP(=O)(Sc1ccc(cc1)CC(C(=O)OC)NC(=O)OC(C)(C)C)OCC" "S1O2O1O1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17588" "NMRexp-31P_CMP1721" "C14H24O6P2S2" 21.4 "162 MHz" "CDCl3" 414.414282 14 0 2 6 "CCOP(=O)(Sc1ccc(cc1)SP(=O)(OCC)OCC)OCC" "O2O1O1S1" "10.1021_acs.orglett.6b00118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17589" "NMRexp-31P_CMP1722" "C56H78N5O8P" 147.23 "162 MHz" "CDCl3" 980.220981000001 56 5 1 8 "N#CCCOP(N(C(C)C)C(C)C)OCCCCCCCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)Nc1ccc(cc1)CCOC(c1ccc(cc1)OC)(c1ccc(cc1)OC)c1ccccc1)C)C(C)C" "O1O1N1" "10.1002_anie.202114016" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17590" "NMRexp-31P_CMP1723" "C55H76N5O8P" 147.24 "162 MHz" "CDCl3" 966.194401000001 55 5 1 8 "N#CCCOP(N(C(C)C)C(C)C)OCCCCCCCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)Nc1ccc(cc1)COC(c1ccc(cc1)OC)(c1ccc(cc1)OC)c1ccccc1)C)C(C)C" "O1O1N1" "10.1002_anie.202114016" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17591" "NMRexp-31P_CMP1724" "C43H62N5O8P" 146.37 "162 MHz" "DMSO-d6" 807.954841000001 43 5 1 8 "N#CCCOP(N(C(C)C)C(C)C)OCCCCCCCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)Nc1ccc(cc1)COc1ccc2c(c1)oc(=O)cc2)C)C(C)C" "O1O1N1" "10.1002_anie.202114016" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17592" "NMRexp-31P_CMP1725" "C12H13O3P" 21.7 "162 MHz" "CDCl3" 236.203581 12 0 1 3 "COP(=O)(c1ccc2c(c1)cccc2)OC" "O2O1O1C1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17593" "NMRexp-31P_CMP1726" "C13H15O4P" 22.3 "162 MHz" "CDCl3" 266.229561 13 0 1 4 "COc1ccc2c(c1)ccc(c2)P(=O)(OC)OC" "C1O2O1O1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17594" "NMRexp-31P_CMP1727" "C14H15O5P" 20.6 "162 MHz" "CDCl3" 294.239661 14 0 1 5 "COC(=O)c1ccc2c(c1)ccc(c2)P(=O)(OC)OC" "C1O2O1O1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17595" "NMRexp-31P_CMP1728" "C10H13O4P" 19.4 "162 MHz" "CDCl3" 228.181581 10 0 1 4 "COP(=O)(c1ccc(cc1)C(=O)C)OC" "C1O2O1O1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17596" "NMRexp-31P_CMP1729" "C10H13O4P" 19.7 "162 MHz" "CDCl3" 228.181581 10 0 1 4 "COP(=O)(c1cccc(c1)C(=O)C)OC" "O1O2O1C1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17597" "NMRexp-31P_CMP1730" "C9H10NO3P" 17.8 "162 MHz" "CDCl3" 211.154361 9 1 1 3 "COP(=O)(c1ccc(cc1)C#N)OC" "C1O1O1O2" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17598" "NMRexp-31P_CMP1731" "C6H9N2O3P" 10.6 "162 MHz" "CDCl3" 188.121021 6 2 1 3 "COP(=O)(c1nccnc1)OC" "O2C1O1O1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17599" "NMRexp-31P_CMP1732" "C22H17OP" 32.1 "162 MHz" "CDCl3" 328.343541 22 0 1 1 "O=P(c1cccc2c1cccc2)(c1ccccc1)c1ccccc1" "O2C1C1C1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17600" "NMRexp-31P_CMP1733" "C22H17OP" 29 "162 MHz" "CDCl3" 328.343541 22 0 1 1 "O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)cccc2" "O2C1C1C1" "10.1002_chem.201103723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17601" "NMRexp-31P_CMP1735" "C50H59N4O7P" 148.84 "not_known" "CDCl3" 858.999821 50 4 1 7 "N#CCCOP(N(C(C)C)C(C)C)OCCCNC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCOC(c1ccc(cc1)OC)(c1ccc(cc1)OC)c1ccccc1" "O1O1N1" "10.1039_c9ob00196d" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17602" "NMRexp-31P_CMP1736" "C15H16O2P" 134.08 "122 MHz" "CDCl3" 259.260101 15 0 1 2 "C=C[P](Oc1ccccc1)(Oc1ccccc1)C" "C1C1O1O1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17603" "NMRexp-31P_CMP1737" "C10H14NO2P" 15.68 "122 MHz" "CDCl3" 211.197421 10 1 1 2 "CCOP(=O)(Nc1ccccc1)C=C" "O1O2C1N1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17604" "NMRexp-31P_CMP1738" "C13H20NO2P" 20.82 "122 MHz" "CDCl3" 253.277161 13 1 1 2 "CCOP(=O)(NCCCc1ccccc1)C=C" "O1O2C1N1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17605" "NMRexp-31P_CMP1739" "C15H15N2O4P" 16.83 "122 MHz" "CDCl3" 318.264361 15 2 1 4 "C=CP(=O)(Nc1ccccc1)OCc1ccccc1[N+](=O)[O-]" "O1O2C1N1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17606" "NMRexp-31P_CMP1740" "C18H21N2O4P" 21.87 "122 MHz" "CDCl3" 360.344101 18 2 1 4 "C=CP(=O)(OCc1ccccc1[N+](=O)[O-])NCCCc1ccccc1" "O1O2C1N1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17607" "NMRexp-31P_CMP1741" "C17H20NO2P" 18.79 "243 MHz" "CDCl3" 301.319961 17 1 1 2 "C=CP(=O)(Oc1ccccc1)NCCCc1ccccc1" "C1O2N1O1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
