"num" "sf" "shift" "freq" "LM" "MW" "C" "N" "P" "O" "cansmi" "envlab" "ref" "rho_vac" "rho_chcl3" "rho_dmso" "rho_h2o" "rho_tol" "rho_acn" "rho_kt3" "rho_r2s" "delta_vac" "delta_chcl3" "delta_dmso" "delta_h2o" "delta_tol" "delta_acn" "delta_kt3" "delta_r2s" "delta_ens_bol" "delta_ens_min" "delta_ens_max"
"17608" "NMRexp-31P_CMP1742" "C10H11F3NO2P" 17.93 "122 MHz" "CDCl3" 265.1688106 10 1 1 2 "C=CP(=O)(Nc1ccccc1)OCC(F)(F)F" "C1O2N1O1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17609" "NMRexp-31P_CMP1743" "C20H31N4O8PS" 31.68 "243 MHz" "D2O" 518.520901 20 4 1 8 "CCOP(=O)(Nc1ccccc1)CCSC[C@H](C(=O)NCC(=O)O)NC(=O)CC[C@H](C(=O)O)N" "O1C1O2N1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17610" "NMRexp-31P_CMP1744" "C15H14F3N2O6P" 17.53 "122 MHz" "CDCl3" 406.2504306 15 2 1 6 "C=CP(=O)(Nc1ccc(cc1)C(=O)ON1C(=O)CCC1=O)OCC(F)(F)F" "C1O2N1O1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17611" "NMRexp-31P_CMP1745" "C25H30N5O6PS" 16.3 "122 MHz" "DMSO-d6" 559.574361 25 5 1 6 "C=CP(=O)(Nc1ccc(cc1)NC(=O)CCCC[C@H]1SC[C@@H]2[C@H]1NC(=O)N2)OCc1ccccc1[N+](=O)[O-]" "O1O2C1N1" "10.1039_c9sc01345h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17612" "NMRexp-31P_CMP1746" "C17H22N3O5PS" 18.48 "162 MHz" "CDCl3" 411.412441 17 3 1 5 "CSCC[C@H](C(=[N+]=[N-])P(=O)(OCC)OCC)N1C(=O)c2c(C1=O)cccc2" "O1O2O1C1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17613" "NMRexp-31P_CMP1747" "C17H22N3O5P" 16.25 "162 MHz" "CDCl3" 379.347441 17 3 1 5 "[N-]=[N+]=C(P(=O)(OC(C)C)OC(C)C)[C@@H](N1C(=O)c2c(C1=O)cccc2)C" "O1O2O1C1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17614" "NMRexp-31P_CMP1748" "C26H27N3O7P" 18.76 "162 MHz" "CDCl3" 524.482241 26 3 1 7 "CCOP(=O)(C(=[N-])[C@@H](N1C(=O)c2c(C1=O)cccc2)CCCCN1C(=O)c2c(C1=O)cccc2)OCC" "O1O2O1C1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17615" "NMRexp-31P_CMP1749" "C15H18NO5P" 23.92 "162 MHz" "CDCl3" 323.280881 15 1 1 5 "CCOP(=O)(CC(=C)N1C(=O)c2c(C1=O)cccc2)OCC" "C1O2O1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17616" "NMRexp-31P_CMP1750" "C18H24NO5P" 24.49 "162 MHz" "CDCl3" 365.360621 18 1 1 5 "CCOP(=O)(CC(=CC(C)C)N1C(=O)c2c(C1=O)cccc2)OCC" "O1O2C1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17617" "NMRexp-31P_CMP1751" "C21H22NO5P" 24.17 "162MHz" "CDCl3" 399.376841 21 1 1 5 "CCOP(=O)(CC(=Cc1ccccc1)N1C(=O)c2c(C1=O)cccc2)OCC" "O1O2C1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17618" "NMRexp-31P_CMP1752" "C23H24NO7P" 24.01 "162 MHz" "CDCl3" 457.412921 23 1 1 7 "CCOP(=O)(CC(=Cc1ccc(cc1)OC(=O)C)N1C(=O)c2c(C1=O)cccc2)OCC" "C1O2O1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17619" "NMRexp-31P_CMP1753" "C13H14NO5P" 26.39 "162 MHz" "CDCl3" 295.227721 13 1 1 5 "COP(=O)(CC(=C)N1C(=O)c2c(C1=O)cccc2)OC" "C1O2O1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17620" "NMRexp-31P_CMP1754" "C17H22NO5P" 22.03 "162 MHz" "CDCl3" 351.334041 17 1 1 5 "CC(OP(=O)(CC(=C)N1C(=O)c2c(C1=O)cccc2)OC(C)C)C" "C1O2O1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17621" "NMRexp-31P_CMP1755" "C19H26NO5P" 23.93 "162 MHz" "CDCl3" 379.387201 19 1 1 5 "CCCCOP(=O)(CC(=C)N1C(=O)c2c(C1=O)cccc2)OCCCC" "C1O2O1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17622" "NMRexp-31P_CMP1756" "C19H18NO5P" 26.7 "162 MHz" "CDCl3" 371.323681 19 1 1 5 "COP(=O)(C/C(=C\c1ccccc1)/N1C(=O)c2c(C1=O)cccc2)OC" "O1O2C1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17623" "NMRexp-31P_CMP1757" "C23H26NO5P" 22.32 "162 MHz" "CDCl3" 427.430001 23 1 1 5 "CC(OP(=O)(C/C(=C/c1ccccc1)/N1C(=O)c2c(C1=O)cccc2)OC(C)C)C" "O1O2C1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17624" "NMRexp-31P_CMP1758" "C25H30NO5P" 24.25 "162 MHz" "CDCl3" 455.483161 25 1 1 5 "CCCCOP(=O)(CC(=Cc1ccccc1)N1C(=O)c2c(C1=O)cccc2)OCCCC" "O1O2C1O1" "10.1002_adsc.201300838" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17625" "NMRexp-31P_CMP1759" "C26H42ClOP" 29.5 "162 MHz" "CDCl3" 439.053721 26 0 1 1 "COc1ccccc1CP(C1CCCCC1)(C1CCCCC1)C1CCCCC1.Cl" "C1C1C1C1" "10.1002_anie.202016048" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17626" "NMRexp-31P_CMP1760" "C18H23N2O7P" 15.6 "162 MHz" "CDCl3" 410.358181 18 2 1 7 "CCOP(=O)(C([C@@H](c1ccc2c(c1)cccc2)C[N+](=O)[O-])([N+](=O)[O-])C)OCC" "C1O2O1O1" "10.1021_ol3012666" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17627" "NMRexp-31P_CMP1761" "C16H23N2O7P" 15 "162 MHz" "CDCl3" 386.336781 16 2 1 7 "CCOP(=O)(C([C@@H](C[N+](=O)[O-])/C=C/c1ccccc1)([N+](=O)[O-])C)OCC" "C1O2O1O1" "10.1021_ol3012666" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17628" "NMRexp-31P_CMP1762" "C13H27N2O7P" 15.18 "162 MHz" "CDCl3" 354.336441 13 2 1 7 "CCCCC[C@@H](C(P(=O)(OCC)OCC)([N+](=O)[O-])C)C[N+](=O)[O-]" "C1O2O1O1" "10.1021_ol3012666" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17629" "NMRexp-31P_CMP1763" "C13H27N2O7P" 15.45 "162 MHz" "CDCl3" 354.336441 13 2 1 7 "CCCCC[C@@H](C(P(=O)(OCC)OCC)([N+](=O)[O-])C)C[N+](=O)[O-]" "C1O2O1O1" "10.1021_ol3012666" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17630" "NMRexp-31P_CMP1764" "C12H25N2O7P" 18.1 "162 MHz" "CDCl3" 340.309861 12 2 1 7 "CCCCC[C@@H](C(P(=O)(OC)OC)([N+](=O)[O-])CC)C[N+](=O)[O-]" "C1O2O1O1" "10.1021_ol3012666" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17631" "NMRexp-31P_CMP1765" "C14H21N2O7P" 18.05 "162 MHz" "CDCl3" 360.299501 14 2 1 7 "CCOP(=O)(C([C@@H](c1ccccc1)C[N+](=O)[O-])([N+](=O)[O-])C)OCC" "C1O2O1O1" "10.1021_ol3012666" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17632" "NMRexp-31P_CMP1768" "C21H19OP" -15.4 "202 MHz" "CDCl3" 318.348721 21 0 1 1 "O=C(c1ccccc1)CCP(c1ccccc1)c1ccccc1" "C1C1C1" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17633" "NMRexp-31P_CMP1769" "C21H19O2P" 32.6 "162 MHz" "CDCl3" 334.348121 21 0 1 2 "O=C(c1ccccc1)CCP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17634" "NMRexp-31P_CMP1770" "C21H18FO2P" 32.5 "162 MHz" "CDCl3" 352.3385842 21 0 1 2 "Fc1ccc(cc1)C(=O)CCP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17635" "NMRexp-31P_CMP1771" "C22H21O3P" 32.8 "162 MHz" "CDCl3" 364.374101 22 0 1 3 "COc1ccc(cc1)C(=O)CCP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17636" "NMRexp-31P_CMP1772" "C23H23O4P" 32.9 "202 MHz" "CDCl3" 394.400081 23 0 1 4 "COc1cc(ccc1OC)C(=O)CCP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17637" "NMRexp-31P_CMP1773" "C22H21O3P" 32.8 "202 MHz" "CDCl3" 364.374101 22 0 1 3 "COc1ccccc1C(=O)CCP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17638" "NMRexp-31P_CMP1774" "C27H33O3PSi" 32.9 "202 MHz" "CDCl3" 464.608381 27 0 1 3 "O=C(c1ccc(cc1)O[Si](C(C)(C)C)(C)C)CCP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17639" "NMRexp-31P_CMP1775" "C23H24NO2P" 33.2 "202 MHz" "CDCl3" 377.415921 23 1 1 2 "CN(c1ccc(cc1)C(=O)CCP(=O)(c1ccccc1)c1ccccc1)C" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17640" "NMRexp-31P_CMP1776" "C19H17O2PS" 32.5 "162 MHz" "CDCl3" 340.375841 19 0 1 2 "O=C(c1cccs1)CCP(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17641" "NMRexp-31P_CMP1777" "C20H18NO2P" 32.2 "202 MHz" "CDCl3" 335.336181 20 1 1 2 "O=C(c1cccnc1)CCP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17642" "NMRexp-31P_CMP1778" "C22H21O2P" 37.1 "202 MHz" "CDCl3" 348.374701 22 0 1 2 "O=C(c1ccccc1)CC(P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17643" "NMRexp-31P_CMP1779" "C24H23O2P" 30.4 "202 MHz" "CDCl3" 374.411981 24 0 1 2 "C=CCC(C(=O)c1ccccc1)CP(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17644" "NMRexp-31P_CMP1780" "C28H25O2P" 30 "CDCl3 202 MHz" "CDCl3" 424.470661 28 0 1 2 "O=C(C(CP(=O)(c1ccccc1)c1ccccc1)Cc1ccccc1)c1ccccc1" "C1O2C1C1" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17645" "NMRexp-31P_CMP1781" "C24H23O4P" 29.2 "202 MHz" "CDCl3" 406.410781 24 0 1 4 "COC(=O)CC(C(=O)c1ccccc1)CP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17646" "NMRexp-31P_CMP1782" "C23H20NO2P" 29.3 "202 MHz" "CDCl3" 373.384161 23 1 1 2 "[C-]#[N+]CC(C(=O)c1ccccc1)CP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1002_adsc.202201047" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17647" "NMRexp-31P_CMP1783" "C33H35N2O7P" 0.22 "202 MHz" "CDCl3" 602.613961 33 2 1 7 "COc1ccc(cc1)CCNC(=O)[C@@H](NC(=O)c1ccccc1)COP(=O)(OCc1ccccc1)OCc1ccccc1" "O1O1O2O1" "10.1021_ja411737c" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17648" "NMRexp-31P_CMP1785" "C30H24BrN2O2P" 27.28 "162 MHz" "CDCl3" 555.401521 30 2 1 2 "Brc1ccc2c(c1)nc1-c3ccccc3C(Cn1c2=O)(C)CP(=O)(c1ccccc1)c1ccccc1" "C1C1C1O2" "10.1039_d4cc02915a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17649" "NMRexp-31P_CMP1786" "C26H21OP" 18.75 "162 MHz" "CDCl3" 380.418101 26 0 1 1 "O=P(c1ccccc1)(c1ccccc1)C=C(c1ccccc1)c1ccccc1" "C1C1O2C1" "10.1039_d4cc02915a" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17650" "NMRexp-31P_CMP1787" "C27H27O2PS" 29.48 "162 MHz" "CDCl3" 446.540841 27 0 1 2 "Cc1cccc(c1OCC(=C=C1CCSC1)P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17651" "NMRexp-31P_CMP1788" "C28H29O2PS" 29.76 "162 MHz" "CDCl3" 460.567421 28 0 1 2 "Cc1cccc(c1OCC(=C=C1CCSCC1)P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17652" "NMRexp-31P_CMP1789" "C28H29O3P" 29.96 "162 MHz" "CDCl3" 444.501821 28 0 1 3 "Cc1cccc(c1OCC(=C=C1CCOCC1)P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17653" "NMRexp-31P_CMP1790" "C31H37O2P" 30.1 "162 MHz" "CDCl3" 472.598041 31 0 1 2 "CCCCCCC(=C=C(P(=O)(c1ccccc1)c1ccccc1)COc1c(C)cccc1C)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17654" "NMRexp-31P_CMP1791" "C28H31O2P" 30.07 "162 MHz" "CDCl3" 430.518301 28 0 1 2 "CC(C(=C=C(P(=O)(c1ccccc1)c1ccccc1)COc1c(C)cccc1C)C)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17655" "NMRexp-31P_CMP1792" "C31H35O2P" 29.85 "162 MHz" "CDCl3" 470.582161 31 0 1 2 "CC(=C=C(P(=O)(c1ccccc1)c1ccccc1)COc1c(C)cccc1C)C1CCCCC1" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17656" "NMRexp-31P_CMP1793" "C33H33O3P" 30.09 "162 MHz" "CDCl3" 508.587081 33 0 1 3 "COc1ccc(cc1)CC(=C=C(P(=O)(c1ccccc1)c1ccccc1)COc1c(C)cccc1C)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17657" "NMRexp-31P_CMP1794" "C15H21O3P" 16.53 "162 MHz" "CDCl3" 280.299201 15 0 1 3 "CCOP(=O)(C(=C=C(C)C)c1ccccc1)OCC" "C1O2O1O1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17658" "NMRexp-31P_CMP1795" "C29H33O2P" 30.35 "162 MHz" "CDCl3" 444.544881 29 0 1 2 "Cc1cccc(c1OCC(=C=C(C(C)(C)C)C)P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17659" "NMRexp-31P_CMP1796" "C38H35O2P" 28.76 "162 MHz" "CDCl3" 554.657061 38 0 1 2 "Cc1cccc(c1OCC(=C=C(Cc1ccccc1)Cc1ccccc1)P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17660" "NMRexp-31P_CMP1797" "C30H33O2P" 28.5 "162 MHz" "CDCl3" 456.555581 30 0 1 2 "Cc1cccc(c1OCC(=C=CC1CCCCC1)P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17661" "NMRexp-31P_CMP1798" "C22H23O2PS2" 14.95 "162 MHz" "CDCl3" 414.520581 22 0 1 2 "CC(=C=C(P(=O)(c1cccs1)c1cccs1)COc1c(C)cccc1C)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17662" "NMRexp-31P_CMP1799" "C24H21OP" 31.59 "162 MHz" "CDCl3" 356.396701 24 0 1 1 "O=P(C(=C=C1CCC1)c1ccccc1)(c1ccccc1)c1ccccc1" "O2C1C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17663" "NMRexp-31P_CMP1800" "C26H25OP" 31.44 "162 MHz" "CDCl3" 384.449861 26 0 1 1 "C=CCCC(=C=C(P(=O)(c1ccccc1)c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17664" "NMRexp-31P_CMP1801" "C23H20BrOP" 31.66 "162 MHz" "CDCl3" 423.282061 23 0 1 1 "Brc1ccc(cc1)C(=C=C(C)C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17665" "NMRexp-31P_CMP1802" "C30H31O2P" 28.37 "162 MHz" "CDCl3" 454.539701 30 0 1 2 "Cc1cccc(c1OCC(=C=C(C1CC1)C1CC1)P(=O)(c1ccccc1)c1ccccc1)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17666" "NMRexp-31P_CMP1803" "C30H33O3P" 27.28 "162 MHz" "CDCl3" 472.554981 30 0 1 3 "Cc1cccc(c1OCC#CC1(CCCCCC1)OP(=O)(c1ccccc1)c1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17667" "NMRexp-31P_CMP1804" "C29H31O3P" 27.63 "162 MHz" "CDCl3" 458.528401 29 0 1 3 "Cc1cccc(c1OCC#CC1(CCCCC1)OP(=O)(c1ccccc1)c1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17668" "NMRexp-31P_CMP1805" "C28H29O3P" 28.34 "162 MHz" "CDCl3" 444.501821 28 0 1 3 "Cc1cccc(c1OCC#CC1(CCCC1)OP(=O)(c1ccccc1)c1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17669" "NMRexp-31P_CMP1806" "C27H27O3PS" 30.37 "162 MHz" "CDCl3" 462.540241 27 0 1 3 "Cc1cccc(c1OCC#C[C@@]1(CCSC1)OP(=O)(c1ccccc1)c1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17670" "NMRexp-31P_CMP1807" "C28H29O3PS" 28.78 "162 MHz" "CDCl3" 476.566821 28 0 1 3 "Cc1cccc(c1OCC#CC1(CCSCC1)OP(=O)(c1ccccc1)c1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17671" "NMRexp-31P_CMP1808" "C28H29O4P" 29.04 "162 MHz" "CDCl3" 460.501221 28 0 1 4 "Cc1cccc(c1OCC#CC1(CCOCC1)OP(=O)(c1ccccc1)c1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17672" "NMRexp-31P_CMP1809" "C26H27O3P" 27.71 "162 MHz" "CDCl3" 418.464541 26 0 1 3 "Cc1cccc(c1OCC#CC(OP(=O)(c1ccccc1)c1ccccc1)(C)C)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17673" "NMRexp-31P_CMP1810" "C31H37O3P" 27.44 "162 MHz" "CDCl3" 488.597441 31 0 1 3 "CCCCCC[C@](OP(=O)(c1ccccc1)c1ccccc1)(C#CCOc1c(C)cccc1C)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17674" "NMRexp-31P_CMP1811" "C31H35O3P" 27.4 "162 MHz" "CDCl3" 486.581561 31 0 1 3 "Cc1cccc(c1OCC#C[C@@](C1CCCCC1)(OP(=O)(c1ccccc1)c1ccccc1)C)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17675" "NMRexp-31P_CMP1812" "C29H33O2P" 27.38 "162 MHz" "CDCl3" 444.544881 29 0 1 2 "Cc1cccc(c1OCC#C[C@](P(=O)(c1ccccc1)c1ccccc1)(C(C)(C)C)C)C" "C1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17676" "NMRexp-31P_CMP1813" "C33H33O4P" 28.35 "162 MHz" "CDCl3" 524.586481 33 0 1 4 "COc1ccc(cc1)C[C@](OP(=O)(c1ccccc1)c1ccccc1)(C#CCOc1c(C)cccc1C)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17677" "NMRexp-31P_CMP1814" "C28H31O3P" 27.09 "162 MHz" "CDCl3" 446.517701 28 0 1 3 "CCC(OP(=O)(c1ccccc1)c1ccccc1)(C#CCOc1c(C)cccc1C)CC" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17678" "NMRexp-31P_CMP1815" "C38H35O3P" 28.87 "162 MHz" "CDCl3" 570.656461 38 0 1 3 "Cc1cccc(c1OCC#CC(OP(=O)(c1ccccc1)c1ccccc1)(Cc1ccccc1)Cc1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17679" "NMRexp-31P_CMP1816" "C26H27O3P" 32.37 "162 MHz" "CDCl3" 418.464541 26 0 1 3 "CC[C@H](OP(=O)(c1ccccc1)c1ccccc1)C#CCOc1c(C)cccc1C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17680" "NMRexp-31P_CMP1817" "C30H33O3P" 32.21 "162 MHz" "CDCl3" 472.554981 30 0 1 3 "Cc1cccc(c1OCC#C[C@@H](C1CCCCC1)OP(=O)(c1ccccc1)c1ccccc1)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17681" "NMRexp-31P_CMP1818" "C31H35O5P" 28.43 "162 MHz" "CDCl3" 518.580361 31 0 1 5 "COc1ccc(cc1)P(=O)(c1ccc(cc1)OC)OC1(CCCCC1)C#CCOc1c(C)cccc1C" "C1O2O1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17682" "NMRexp-31P_CMP1819" "C26H25F2O3P" 26.07 "162 MHz" "CDCl3" 454.4454674 26 0 1 3 "CC(OP(=O)(c1ccc(cc1)F)c1ccc(cc1)F)(C#CCOc1c(C)cccc1C)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17683" "NMRexp-31P_CMP1820" "C22H23O3PS2" 14.69 "162 MHz" "CDCl3" 430.519981 22 0 1 3 "Cc1cccc(c1OCC#CC(OP(=O)(c1cccs1)c1cccs1)(C)C)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"17684" "NMRexp-31P_CMP1821" "C34H31O3P" 30.75 "162 MHz" "CDCl3" 518.581901 34 0 1 3 "Cc1cccc(c1OCC#CC(OP(=O)(c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2)(C)C)C" "O1O2C1C1" "10.1021_acs.orglett.9b00071" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
